payment_id,merchant_id,created_at,merchant_txn_count_5min,merchant_decline_rate_5min,merchant_unique_devices_5min,merchant_unique_ips_5min,merchant_unique_card_bins_5min,amount_zscore_vs_merchant_history,seconds_since_last_txn_device,seconds_since_last_txn_ip,hour_of_day,is_card,is_new_customer,is_low_ticket,is_attack,attack_window_id
pay_a820170272da,merch_0006,2026-01-03 03:58:06,5.0,0.0,1278,1140,1217,-0.6997672596532609,53349.0,15409.0,3,0,0,0,0,
pay_2acd0a1088c7,merch_0007,2026-01-03 03:59:03,2.0,0.0,1396,1267,1327,0.9359610354720114,86400.0,38612.0,3,1,0,0,0,
pay_be6a9bcb0e6d,merch_0000,2026-01-03 03:59:32,1.0,0.0,458,395,453,0.6895962303704514,49233.0,151209.0,3,1,1,0,0,
pay_a83046dad58f,merch_0007,2026-01-03 03:59:43,3.0,0.0,1397,1267,1328,-0.4034297106421702,86400.0,110767.0,3,0,0,0,0,
pay_b4d810304399,merch_0005,2026-01-03 04:00:36,1.0,0.0,1330,1220,1275,2.663826151925932,130449.0,64235.0,4,1,0,0,0,
pay_98886e3c5d19,merch_0005,2026-01-03 04:00:49,2.0,0.0,1330,1220,1275,-0.42588829205540835,60476.0,65234.0,4,1,1,0,0,
pay_515d7a2eb293,merch_0004,2026-01-03 04:01:03,1.0,0.0,1289,1166,1312,0.6976488499371842,133944.0,16995.0,4,0,1,0,0,
pay_ac2796001381,merch_0007,2026-01-03 04:01:06,3.0,0.0,1398,1267,1328,-0.15120784857576675,86400.0,23187.0,4,0,0,0,0,
pay_920134b41e5e,merch_0006,2026-01-03 04:01:10,4.0,0.0,1278,1140,1218,2.538409841391292,46296.0,22448.0,4,0,0,0,0,
pay_b62e1546cf90,merch_0003,2026-01-03 04:01:16,1.0,0.0,1707,1548,1680,1.389083136677378,149442.0,56328.0,4,1,0,0,0,
pay_c655d9a5a5ca,merch_0005,2026-01-03 04:01:30,3.0,0.0,1330,1220,1275,0.3575146481503103,105572.0,29574.0,4,1,0,0,0,
pay_42bac66d26a8,merch_0004,2026-01-03 04:02:22,2.0,0.0,1289,1166,1312,-0.5707265179774709,57372.0,28859.0,4,1,1,0,0,
pay_59d4cab8f40b,merch_0007,2026-01-03 04:02:45,4.0,0.0,1398,1267,1328,0.6568671823725272,48563.0,52157.0,4,0,0,0,0,
pay_6532ecb336ec,merch_0005,2026-01-03 04:03:14,4.0,0.0,1331,1220,1276,-0.4778526616248946,86400.0,27672.0,4,0,0,0,0,
pay_93c2ea78a983,merch_0000,2026-01-03 04:03:52,2.0,0.0,458,395,454,0.8032298164087927,34971.0,122927.0,4,0,1,0,0,
pay_45fcb87beec7,merch_0002,2026-01-03 04:04:08,1.0,0.0,959,876,926,2.3630558633149428,103937.0,55466.0,4,1,0,0,0,
pay_42cc5dee0cc9,merch_0004,2026-01-03 04:04:35,3.0,0.0,1289,1167,1312,-1.3081307684136696,35063.0,86400.0,4,0,0,0,0,
pay_716bed0ffb43,merch_0003,2026-01-03 04:04:43,2.0,0.0,1707,1548,1681,-1.3643442109693802,50212.0,5291.0,4,1,1,1,0,
pay_e1f58e4dabc9,merch_0005,2026-01-03 04:05:06,5.0,0.2,1331,1220,1277,-0.7286342869032636,62521.0,28349.0,4,0,0,0,0,
pay_0cd701b452f1,merch_0004,2026-01-03 04:05:17,4.0,0.0,1289,1168,1312,-0.7985664575059938,85195.0,86400.0,4,1,0,0,0,
pay_da799c517b0a,merch_0002,2026-01-03 04:05:18,2.0,0.5,960,876,927,-0.6287484825075836,86400.0,61766.0,4,1,0,0,0,
pay_c6860d5472c6,merch_0006,2026-01-03 04:05:34,2.0,0.0,1278,1140,1218,1.042647168812089,181044.0,27528.0,4,1,0,0,0,
pay_370f9ad85f2c,merch_0005,2026-01-03 04:05:35,6.0,0.16666666666666666,1332,1221,1277,-0.5207823862286239,86400.0,86400.0,4,1,0,0,0,
pay_eb608ad6031a,merch_0004,2026-01-03 04:05:41,5.0,0.0,1289,1168,1313,-0.7472613811536125,144772.0,115914.0,4,1,0,0,0,
pay_596dad6dfaf8,merch_0002,2026-01-03 04:05:50,3.0,0.3333333333333333,960,876,928,-0.8325529499683405,37958.0,107090.0,4,0,1,0,0,
pay_e7158d6ed3e5,merch_0007,2026-01-03 04:06:25,2.0,0.0,1398,1268,1328,0.10965040625163189,157283.0,86400.0,4,1,0,0,0,
pay_09161c0bdee6,merch_0005,2026-01-03 04:06:54,4.0,0.25,1333,1221,1278,-0.9383855486655166,86400.0,66030.0,4,1,0,0,0,
pay_3478e083d6bd,merch_0004,2026-01-03 04:07:53,4.0,0.0,1289,1168,1314,-0.900237917322062,180212.0,57439.0,4,1,1,0,0,
pay_83b637cbc32a,merch_0003,2026-01-03 04:07:56,2.0,0.0,1707,1548,1681,-0.4343809800929245,31898.0,74009.0,4,0,0,0,0,
pay_ae0e86394e7c,merch_0002,2026-01-03 04:08:08,4.0,0.25,960,876,929,-1.1896812033472395,58161.0,121746.0,4,0,1,1,0,
pay_3d589e424393,merch_0004,2026-01-03 04:08:22,5.0,0.0,1290,1168,1315,0.35610010972832756,86400.0,40439.0,4,1,0,0,0,
pay_2d0e92dfa9ac,merch_0004,2026-01-03 04:08:50,6.0,0.0,1290,1169,1316,-0.12501840249851479,29364.0,86400.0,4,1,0,0,0,
pay_20a3aea19a98,merch_0006,2026-01-03 04:09:48,2.0,0.0,1278,1140,1218,-1.2613576106227453,5743.0,40492.0,4,1,0,1,0,
pay_e2221df3bbfa,merch_0005,2026-01-03 04:09:55,4.0,0.25,1333,1221,1279,-0.5644854950833247,6838.0,63269.0,4,1,0,0,0,
pay_1d84be7894c2,merch_0005,2026-01-03 04:10:11,4.0,0.0,1333,1222,1279,-0.21851527367799348,16132.0,86400.0,4,1,1,0,0,
pay_288ef94439ac,merch_0007,2026-01-03 04:10:36,2.0,0.0,1398,1269,1328,-0.2740362770446363,22466.0,86400.0,4,0,0,0,0,
pay_b30be08fc968,merch_0004,2026-01-03 04:11:00,4.0,0.0,1290,1169,1316,-0.557859305328842,148521.0,26726.0,4,0,1,0,0,
pay_13574e1fdc44,merch_0003,2026-01-03 04:11:13,2.0,0.0,1707,1548,1681,-0.8672248637706389,60508.0,61557.0,4,1,0,0,0,
pay_f47c8a69da78,merch_0005,2026-01-03 04:11:14,4.0,0.0,1333,1222,1280,2.9205628561224892,127850.0,118713.0,4,1,0,0,0,
pay_5ce344ad19a8,merch_0000,2026-01-03 04:11:26,1.0,0.0,458,395,454,-0.8980902757602982,22279.0,144250.0,4,0,0,0,0,
pay_eee6ae527e18,merch_0004,2026-01-03 04:11:40,5.0,0.0,1290,1169,1316,0.57079054911682,68408.0,90303.0,4,1,0,0,0,
pay_431ebc97e567,merch_0002,2026-01-03 04:12:02,2.0,0.0,960,876,929,-0.814547426762028,138191.0,128197.0,4,0,0,0,0,
pay_29eba76c3eb1,merch_0004,2026-01-03 04:12:03,6.0,0.0,1290,1169,1317,-0.600578852218642,123376.0,57728.0,4,0,0,0,0,
pay_1c8ecf0e790b,merch_0004,2026-01-03 04:12:13,7.0,0.0,1290,1169,1318,0.18683776267762006,14531.0,22504.0,4,1,1,0,0,
pay_7eef3daa5339,merch_0002,2026-01-03 04:12:17,3.0,0.0,960,876,929,0.29737788206362076,150604.0,64100.0,4,1,1,0,0,
pay_f58e3218b61e,merch_0005,2026-01-03 04:12:52,4.0,0.0,1334,1222,1281,-0.09750936790025287,86400.0,19682.0,4,1,1,0,0,
pay_f04fcf4fac10,merch_0006,2026-01-03 04:12:52,2.0,0.0,1278,1140,1219,0.16527617390422208,27664.0,106126.0,4,0,0,0,0,
pay_cc5888f66a75,merch_0004,2026-01-03 04:13:16,7.0,0.0,1290,1169,1318,-1.3446857128331022,35573.0,38403.0,4,1,0,1,0,
pay_23b61092e9b8,merch_0005,2026-01-03 04:13:28,5.0,0.0,1334,1222,1281,0.4896796546964373,144501.0,51429.0,4,0,0,0,0,
pay_4ce577df8d27,merch_0006,2026-01-03 04:14:07,3.0,0.0,1278,1140,1220,-0.41487198311845114,151071.0,36702.0,4,1,0,0,0,
pay_3d3bcde949f4,merch_0006,2026-01-03 04:15:06,3.0,0.0,1278,1140,1221,-0.043570490073372534,55865.0,70207.0,4,0,0,0,0,
pay_043e429fc279,merch_0004,2026-01-03 04:15:37,6.0,0.0,1290,1169,1318,0.15884975495563297,87151.0,78231.0,4,1,1,0,0,
pay_07afb8cf0e01,merch_0007,2026-01-03 04:15:45,1.0,0.0,1399,1270,1329,-0.637392276606451,86400.0,86400.0,4,0,0,0,0,
pay_29fe6ef7c995,merch_0007,2026-01-03 04:16:12,2.0,0.0,1400,1270,1329,-0.6828353385734705,86400.0,44625.0,4,1,0,0,0,
pay_13f0e0f56067,merch_0003,2026-01-03 04:16:36,1.0,0.0,1708,1548,1681,1.1725240748684096,86400.0,148155.0,4,1,0,0,0,
pay_3b89f09d6438,merch_0005,2026-01-03 04:16:58,3.0,0.0,1334,1223,1281,-0.8067196120325386,144257.0,86400.0,4,0,1,0,0,
pay_b566b9cf029e,merch_0007,2026-01-03 04:17:38,3.0,0.3333333333333333,1400,1270,1329,-0.5771102869541567,146191.0,89189.0,4,0,1,0,0,
pay_1c15cd8e0d81,merch_0006,2026-01-03 04:17:59,3.0,0.0,1279,1140,1221,-1.2453091318397078,86400.0,115420.0,4,0,0,1,0,
pay_10d5637c2075,merch_0002,2026-01-03 04:19:00,1.0,0.0,960,877,929,0.26260219851051486,62913.0,86400.0,4,0,0,0,0,
pay_098a5eedb7ae,merch_0002,2026-01-03 04:19:02,2.0,0.0,961,877,929,0.05545411257471199,86400.0,33695.0,4,1,1,0,0,
pay_1cd50ea6f3f8,merch_0002,2026-01-03 04:19:07,3.0,0.0,962,878,930,-0.06462782928467083,86400.0,86400.0,4,1,1,0,1,atk_d8e91052
pay_6aaa0aae93fb,merch_0002,2026-01-03 04:19:10,4.0,0.25,963,878,931,-1.2149833674176613,86400.0,3.0,4,1,1,1,1,atk_d8e91052
pay_a08806f9681b,merch_0002,2026-01-03 04:19:22,5.0,0.4,963,878,932,-1.2100898123290453,12.0,12.0,4,1,0,1,1,atk_d8e91052
pay_36f9ae5b02a1,merch_0002,2026-01-03 04:19:26,6.0,0.3333333333333333,964,878,933,-1.208586826541396,86400.0,4.0,4,1,1,1,1,atk_d8e91052
pay_3494d685fbb3,merch_0002,2026-01-03 04:19:32,7.0,0.42857142857142855,964,878,933,-1.2362248481563323,6.0,6.0,4,1,1,1,1,atk_d8e91052
pay_dcde3eb959b1,merch_0002,2026-01-03 04:19:40,8.0,0.5,964,878,934,-1.2219607111072937,8.0,8.0,4,1,1,1,1,atk_d8e91052
pay_9f0cea806aae,merch_0001,2026-01-03 04:19:40,1.0,0.0,250,219,243,0.7098962768279581,49444.0,16362.0,4,0,0,0,0,
pay_a6622b7896bf,merch_0002,2026-01-03 04:19:44,9.0,0.4444444444444444,964,878,935,-1.2386643037744802,37.0,4.0,4,1,1,1,1,atk_d8e91052
pay_7fe19bf7933b,merch_0007,2026-01-03 04:19:46,4.0,0.25,1400,1270,1329,-1.0334582952224072,141449.0,130840.0,4,0,0,0,0,
pay_b6309ef6fba6,merch_0002,2026-01-03 04:19:55,10.0,0.5,964,878,936,-1.2409509686682543,15.0,11.0,4,1,1,1,1,atk_d8e91052
pay_872193070db7,merch_0002,2026-01-03 04:20:01,11.0,0.5454545454545454,964,878,937,-1.235215230967785,39.0,6.0,4,1,1,1,1,atk_d8e91052
pay_9e8f24ba9425,merch_0007,2026-01-03 04:20:07,5.0,0.2,1401,1270,1330,-0.2796538450301241,86400.0,141256.0,4,0,0,0,0,
pay_3e1832e715bd,merch_0002,2026-01-03 04:20:08,12.0,0.5,964,878,938,-1.224483302331977,13.0,7.0,4,1,1,1,1,atk_d8e91052
pay_e032c8c06bd5,merch_0002,2026-01-03 04:20:42,13.0,0.46153846153846156,964,878,939,0.2802692647783964,34.0,34.0,4,1,0,0,1,atk_d8e91052
pay_9df20732c103,merch_0002,2026-01-03 04:20:44,14.0,0.5,964,878,940,-1.2258593319680893,2.0,2.0,4,1,1,1,1,atk_d8e91052
pay_ebbc8c53bcfc,merch_0002,2026-01-03 04:20:45,15.0,0.4666666666666667,964,878,941,2.2705519928695264,61.0,1.0,4,1,1,0,1,atk_d8e91052
pay_1c26caf722de,merch_0002,2026-01-03 04:20:50,17.0,0.5294117647058824,964,878,943,-1.2374053987073415,49.0,5.0,4,1,1,1,1,atk_d8e91052
pay_1ddd38244290,merch_0002,2026-01-03 04:20:50,16.0,0.5,964,878,942,-1.205331334557522,6.0,0.0,4,1,0,1,1,atk_d8e91052
pay_729057191531,merch_0002,2026-01-03 04:20:53,18.0,0.5,964,878,944,-1.214564440874416,3.0,3.0,4,1,1,1,1,atk_d8e91052
pay_6b901f324371,merch_0002,2026-01-03 04:21:10,19.0,0.47368421052631576,964,878,945,-1.2132887443217812,25.0,17.0,4,1,1,1,1,atk_d8e91052
pay_b03fa449d70e,merch_0002,2026-01-03 04:21:34,20.0,0.5,964,878,946,0.22162582863238658,44.0,24.0,4,1,1,0,1,atk_d8e91052
pay_8df44d725c38,merch_0002,2026-01-03 04:21:39,21.0,0.47619047619047616,964,878,947,-1.2214395857156777,46.0,5.0,4,1,1,1,1,atk_d8e91052
pay_707bc1d2c8de,merch_0002,2026-01-03 04:22:01,22.0,0.5,964,878,948,-0.6892555275518248,51.0,22.0,4,1,1,0,1,atk_d8e91052
pay_c8c562b133c9,merch_0007,2026-01-03 04:22:04,4.0,0.25,1402,1270,1331,-0.8206700471358224,86400.0,119742.0,4,0,0,0,0,
pay_5100bc86c6c8,merch_0002,2026-01-03 04:22:10,23.0,0.5217391304347826,964,878,949,0.7867744760203995,31.0,9.0,4,1,1,0,1,atk_d8e91052
pay_cdb251aa04f4,merch_0002,2026-01-03 04:22:11,24.0,0.5416666666666666,964,878,950,-1.199979810907666,10.0,1.0,4,1,1,1,1,atk_d8e91052
pay_6733ce4bd79f,merch_0002,2026-01-03 04:22:13,25.0,0.56,964,878,951,-1.193160351784797,39.0,2.0,4,1,1,1,1,atk_d8e91052
pay_09df1ceaf68f,merch_0002,2026-01-03 04:22:30,26.0,0.5769230769230769,964,878,952,-1.196556998357195,19.0,17.0,4,1,1,1,1,atk_d8e91052
pay_ff0195375f42,merch_0002,2026-01-03 04:22:31,27.0,0.5555555555555556,964,878,952,-1.2314295215983124,21.0,1.0,4,1,1,1,1,atk_d8e91052
pay_02da8ec83254,merch_0003,2026-01-03 04:22:31,1.0,0.0,1708,1548,1682,-0.24886606668780548,75344.0,36355.0,4,0,0,0,0,
pay_659d84d56994,merch_0005,2026-01-03 04:22:34,1.0,1.0,1335,1223,1282,-0.7931624135714997,86400.0,67797.0,4,0,0,0,0,
pay_9abb8ea3c30c,merch_0002,2026-01-03 04:22:38,28.0,0.5714285714285714,964,878,952,-1.198669511529175,8.0,7.0,4,1,1,1,1,atk_d8e91052
pay_1f3eca4e3c08,merch_0002,2026-01-03 04:22:40,29.0,0.5862068965517241,964,878,953,-1.2180221562008144,27.0,2.0,4,1,1,1,1,atk_d8e91052
pay_531c40550869,merch_0002,2026-01-03 04:22:44,30.0,0.6,964,878,954,-1.1970786337032104,6.0,4.0,4,1,1,1,1,atk_d8e91052
pay_739c1ce205e9,merch_0000,2026-01-03 04:22:47,1.0,0.0,459,395,454,-0.16223076601544115,86400.0,31632.0,4,1,0,0,0,
pay_64c8ff836156,merch_0002,2026-01-03 04:22:59,31.0,0.6129032258064516,964,878,955,-1.1922156425490498,15.0,15.0,4,1,1,1,1,atk_d8e91052
pay_2ec7bcb3c2b7,merch_0002,2026-01-03 04:23:12,32.0,0.59375,964,878,955,-1.2001183822166006,13.0,13.0,4,1,1,1,1,atk_d8e91052
pay_54f1bc8ac428,merch_0004,2026-01-03 04:23:13,1.0,0.0,1291,1169,1319,-0.6429025802885734,86400.0,46103.0,4,0,0,0,0,
pay_b6316e7040d4,merch_0002,2026-01-03 04:23:16,33.0,0.6060606060606061,964,878,956,-1.2193004018076143,36.0,4.0,4,1,1,1,1,atk_d8e91052
pay_9690f514a251,merch_0002,2026-01-03 04:23:23,34.0,0.5882352941176471,964,878,956,0.9314269313487844,7.0,7.0,4,1,1,0,1,atk_d8e91052
pay_d013b471c6db,merch_0002,2026-01-03 04:23:39,35.0,0.6,964,878,956,-1.1871061758823296,16.0,16.0,4,1,1,1,1,atk_d8e91052
pay_150520e9e540,merch_0006,2026-01-03 04:23:46,1.0,0.0,1279,1140,1221,-0.5104460278658097,114476.0,120116.0,4,0,0,0,0,
pay_c017e30a57e6,merch_0002,2026-01-03 04:23:51,36.0,0.6111111111111112,964,878,956,-0.8005530301144402,12.0,12.0,4,1,1,0,1,atk_d8e91052
pay_bf242b3cf50b,merch_0002,2026-01-03 04:23:55,37.0,0.5945945945945946,964,878,957,-0.5683447955490919,76373.0,16788.0,4,0,0,0,0,
pay_6f87a7ef50a9,merch_0002,2026-01-03 04:24:01,37.0,0.6216216216216216,964,878,957,-1.1849218247422426,90.0,10.0,4,1,0,1,1,atk_d8e91052
pay_3f2ce894ffca,merch_0002,2026-01-03 04:24:08,36.0,0.6666666666666666,964,878,957,-1.226410669198652,17.0,7.0,4,1,1,1,1,atk_d8e91052
pay_96fb21a9dc2e,merch_0002,2026-01-03 04:24:12,36.0,0.6666666666666666,964,878,957,-1.211583257884294,11.0,4.0,4,1,0,1,1,atk_d8e91052
pay_e11ce2cc25f9,merch_0002,2026-01-03 04:24:19,37.0,0.6756756756756757,964,878,958,-1.21865696411632,7.0,7.0,4,1,1,1,1,atk_d8e91052
pay_82a27105b32e,merch_0002,2026-01-03 04:24:23,37.0,0.6756756756756757,964,878,958,0.2726120812509206,71.0,4.0,4,1,0,0,1,atk_d8e91052
pay_636de49fa9f7,merch_0002,2026-01-03 04:24:27,37.0,0.7027027027027027,964,878,958,0.04202659639930333,19.0,4.0,4,1,1,0,1,atk_d8e91052
pay_c9318d441464,merch_0003,2026-01-03 04:24:31,2.0,0.0,1708,1549,1682,-0.15277199868933336,167534.0,86400.0,4,0,1,0,0,
pay_01c6672f2f12,merch_0004,2026-01-03 04:24:32,2.0,0.0,1292,1169,1319,0.1772965231662385,86400.0,83432.0,4,1,0,0,0,
pay_ca5ba105e653,merch_0002,2026-01-03 04:24:35,37.0,0.6756756756756757,964,878,958,-1.2242525592440725,16.0,8.0,4,1,1,1,1,atk_d8e91052
pay_0495c1345593,merch_0002,2026-01-03 04:24:52,36.0,0.6944444444444444,964,878,959,-1.1933368957296346,25.0,17.0,4,1,0,1,1,atk_d8e91052
pay_f58e035da299,merch_0002,2026-01-03 04:24:53,37.0,0.6756756756756757,964,878,959,-1.1892131158730515,1.0,1.0,4,1,1,1,1,atk_d8e91052
pay_4f0c13626070,merch_0002,2026-01-03 04:24:53,38.0,0.6842105263157895,964,878,960,0.24256562211208846,18.0,0.0,4,1,1,0,1,atk_d8e91052
pay_71925c08870d,merch_0002,2026-01-03 04:25:17,36.0,0.6944444444444444,964,878,960,0.06677622784882892,24.0,24.0,4,1,1,0,1,atk_d8e91052
pay_2ef71f798cfc,merch_0005,2026-01-03 04:25:21,2.0,0.5,1336,1223,1283,-1.2961069553878657,86400.0,64716.0,4,0,0,1,0,
pay_559725853c07,merch_0002,2026-01-03 04:25:24,37.0,0.6756756756756757,964,878,960,-1.2153203752955062,31.0,7.0,4,1,1,1,1,atk_d8e91052
pay_d492602b8d2f,merch_0006,2026-01-03 04:25:34,2.0,0.5,1280,1141,1222,-0.9078178904702933,86400.0,86400.0,4,1,0,0,0,
pay_446f6cc5765e,merch_0002,2026-01-03 04:25:44,36.0,0.6666666666666666,964,878,960,-0.09282886785962968,27.0,20.0,4,1,0,0,1,atk_d8e91052
pay_902a1e0fc820,merch_0006,2026-01-03 04:25:44,3.0,0.3333333333333333,1280,1142,1223,-0.7802965894608195,97481.0,86400.0,4,0,0,0,0,
pay_0502c9e39f8b,merch_0002,2026-01-03 04:26:28,32.0,0.71875,964,878,961,-0.4572553887942043,44.0,44.0,4,1,0,0,1,atk_d8e91052
pay_334de3856d02,merch_0002,2026-01-03 04:26:35,32.0,0.71875,964,878,962,-1.1894514391438193,132.0,7.0,4,1,1,1,1,atk_d8e91052
pay_076466b93ba1,merch_0007,2026-01-03 04:26:36,2.0,0.0,1402,1271,1331,-0.14877382175532033,51698.0,86400.0,4,0,0,0,0,
pay_670ba1193155,merch_0002,2026-01-03 04:26:39,32.0,0.71875,964,878,963,-1.1990905812604573,4.0,4.0,4,1,1,1,1,atk_d8e91052
pay_59e5f349bab5,merch_0002,2026-01-03 04:26:43,33.0,0.7272727272727273,964,878,963,-1.2110688512024348,4.0,4.0,4,1,1,1,1,atk_d8e91052
pay_d4fd23febdf1,merch_0005,2026-01-03 04:26:59,3.0,0.3333333333333333,1336,1224,1284,2.8021681247158803,16178.0,86400.0,4,1,0,0,0,
pay_38da2b0380be,merch_0002,2026-01-03 04:27:18,30.0,0.7,964,878,963,-1.1863745390901852,35.0,35.0,4,1,1,1,1,atk_d8e91052
pay_3eef0fb2401b,merch_0003,2026-01-03 04:27:26,3.0,0.0,1708,1549,1682,-0.654069323864663,162002.0,28662.0,4,1,0,0,0,
pay_f129931c6d52,merch_0002,2026-01-03 04:27:34,29.0,0.6896551724137931,964,878,964,0.12288925786947144,104989.0,129767.0,4,0,1,0,0,
pay_6a87e593cdcf,merch_0002,2026-01-03 04:27:47,27.0,0.6666666666666666,964,878,965,-1.2112434251087738,29.0,29.0,4,1,1,1,1,atk_d8e91052
pay_aa9f0cd89ffa,merch_0002,2026-01-03 04:28:00,27.0,0.6666666666666666,964,878,966,-1.2199645282463611,92.0,13.0,4,1,1,1,1,atk_d8e91052
pay_7d0c1e5db4ca,merch_0007,2026-01-03 04:28:10,2.0,0.0,1402,1271,1331,0.1105449632936484,187846.0,2645.0,4,1,0,0,0,
pay_c5cf26c00368,merch_0002,2026-01-03 04:28:41,25.0,0.68,964,878,967,-0.10104961804869622,110293.0,51828.0,4,0,0,0,0,
pay_937b04317ff1,merch_0002,2026-01-03 04:28:41,24.0,0.7083333333333334,964,878,967,1.2300639552120458,41.0,41.0,4,1,1,0,1,atk_d8e91052
pay_3ffd425f9ff5,merch_0002,2026-01-03 04:28:43,26.0,0.6923076923076923,964,878,968,-0.6046785325390174,199.0,2.0,4,1,1,0,1,atk_d8e91052
pay_90c26360db21,merch_0002,2026-01-03 04:28:48,27.0,0.7037037037037037,964,878,968,-1.1857391042158643,7.0,5.0,4,1,1,1,1,atk_d8e91052
pay_fde746c4bf3e,merch_0006,2026-01-03 04:28:50,3.0,0.3333333333333333,1281,1143,1223,-0.7477248596104044,86400.0,86400.0,4,1,1,0,0,
pay_df39df0994af,merch_0002,2026-01-03 04:28:58,26.0,0.7307692307692307,964,878,968,-0.0450048438994998,71.0,10.0,4,1,1,0,1,atk_d8e91052
pay_e3964718fcc0,merch_0002,2026-01-03 04:29:15,24.0,0.7083333333333334,964,878,968,-0.16235931205306645,17.0,17.0,4,1,1,0,1,atk_d8e91052
pay_1bf41b46606a,merch_0002,2026-01-03 04:29:16,25.0,0.72,964,878,968,-1.2038315692878057,28.0,1.0,4,1,0,1,1,atk_d8e91052
pay_d922337abc4d,merch_0006,2026-01-03 04:29:37,4.0,0.25,1281,1144,1224,-0.801066040640494,62425.0,86400.0,4,1,0,0,0,
pay_8aac70603956,merch_0002,2026-01-03 04:29:44,22.0,0.7272727272727273,964,878,968,-0.522424914428619,28.0,28.0,4,1,1,0,1,atk_d8e91052
pay_7fa6d432e3fe,merch_0002,2026-01-03 04:29:48,23.0,0.7391304347826086,964,878,968,0.36630212594537886,33.0,4.0,4,1,1,0,1,atk_d8e91052
pay_d7daca0c2377,merch_0002,2026-01-03 04:29:57,21.0,0.7619047619047619,964,878,968,-0.0749295698912359,13.0,9.0,4,1,1,0,1,atk_d8e91052
pay_7f1f796ba8ab,merch_0002,2026-01-03 04:29:58,22.0,0.7727272727272727,964,878,968,-1.2056852704596714,75.0,1.0,4,1,1,1,1,atk_d8e91052
pay_c4f3ebd07e02,merch_0002,2026-01-03 04:30:38,21.0,0.8095238095238095,964,878,969,-1.1974671448358885,41.0,40.0,4,1,1,1,1,atk_d8e91052
pay_9021f03e5a10,merch_0003,2026-01-03 04:30:40,2.0,0.0,1709,1549,1682,-0.7209731374957657,86400.0,122742.0,4,0,1,0,0,
pay_ddc6227bc535,merch_0005,2026-01-03 04:30:44,2.0,0.0,1337,1224,1284,-0.13166242000588524,86400.0,145267.0,4,1,0,0,0,
pay_61350563311e,merch_0000,2026-01-03 04:30:51,1.0,0.0,460,395,455,-0.8679495910013174,86400.0,48314.0,4,0,0,0,0,
pay_5a6ff1a815c1,merch_0002,2026-01-03 04:31:05,21.0,0.8571428571428571,964,878,969,-1.20596053777808,77.0,27.0,4,1,0,1,1,atk_d8e91052
pay_bae029d74869,merch_0002,2026-01-03 04:31:30,21.0,0.8571428571428571,964,878,969,-1.17696349418228,25.0,25.0,4,1,1,1,1,atk_d8e91052
pay_0cc11287f74a,merch_0000,2026-01-03 04:31:33,2.0,0.0,460,395,456,0.23827634626068483,5575.0,109274.0,4,0,0,0,0,
pay_d91c3a09496e,merch_0002,2026-01-03 04:31:40,20.0,0.9,964,878,969,-1.1741161359851549,102.0,10.0,4,1,0,1,1,atk_d8e91052
pay_e183199df3b8,merch_0003,2026-01-03 04:32:27,2.0,0.0,1709,1549,1683,-0.22302463438815445,26971.0,58998.0,4,1,1,0,0,
pay_e4fcd6c0160d,merch_0004,2026-01-03 04:32:27,1.0,0.0,1292,1169,1320,0.9582361291824506,128357.0,102832.0,4,1,0,0,0,
pay_da3077dc2049,merch_0005,2026-01-03 04:32:28,2.0,0.0,1337,1225,1285,0.5588147279235913,162264.0,86400.0,4,0,0,0,0,
pay_04b36f6f7055,merch_0007,2026-01-03 04:33:36,1.0,1.0,1402,1271,1332,0.15831779473320637,78317.0,57587.0,4,0,0,0,0,
pay_ed66890553c5,merch_0006,2026-01-03 04:33:50,2.0,0.0,1281,1144,1225,0.7405251433451656,139306.0,68815.0,4,0,0,0,0,
pay_5bba5ec4f64e,merch_0005,2026-01-03 04:34:15,3.0,0.0,1338,1225,1286,0.764579963669435,86400.0,37215.0,4,0,0,0,0,
pay_4322a3aad4f8,merch_0005,2026-01-03 04:35:11,4.0,0.0,1338,1225,1286,1.15382378965381,33180.0,134234.0,4,1,0,0,0,
pay_0f4a4993ca6a,merch_0005,2026-01-03 04:35:18,5.0,0.0,1338,1225,1287,-0.6418722254702091,90309.0,41718.0,4,1,0,0,0,
pay_3ba6be4af13b,merch_0002,2026-01-03 04:35:25,5.0,0.8,965,878,969,1.09314183891482,86400.0,109887.0,4,1,1,0,0,
pay_e38c4aa4ee40,merch_0002,2026-01-03 04:35:47,5.0,0.6,966,879,970,-0.6677085505937144,86400.0,86400.0,4,0,0,0,0,
pay_b23f2d5dab82,merch_0000,2026-01-03 04:36:00,2.0,0.0,460,396,457,-0.8680300082463586,16722.0,86400.0,4,1,1,0,0,
pay_31853f26ffe9,merch_0006,2026-01-03 04:36:22,2.0,0.0,1281,1144,1226,-0.8889410677060929,39308.0,60028.0,4,0,0,0,0,
pay_1fc6f643a48d,merch_0003,2026-01-03 04:37:00,2.0,0.0,1709,1549,1684,-0.03325650923360999,109774.0,869.0,4,0,1,0,0,
pay_56ae332144bd,merch_0003,2026-01-03 04:37:30,2.0,0.5,1709,1549,1684,0.20980203588694524,29284.0,59423.0,4,1,0,0,0,
pay_59283a6ac5f2,merch_0003,2026-01-03 04:37:55,3.0,0.3333333333333333,1709,1549,1685,-0.5454538507708926,23429.0,22542.0,4,1,0,0,0,
